,liste_preference
2448,[ 135 9163 9337 ... 4926 9553 5290]
2449,[1455 2952 5341 ... 6051 1773  373]
2450,[4622 2335 8270 ... 6182 6881 6949]
2451,[8513 5149 3266 ... 6143 5073 8627]
2452,[2565 9420 8491 ... 9277 6576 2139]
2453,[3790 7447  886 ... 8718 3290 6506]
2454,[9236 2748 9853 ... 4442 3714 4337]
2455,[1513 4346 4486 ... 1849 6999 2529]
2456,[ 517 3765 1166 ... 9244 2760 5449]
2457,[4392 8769  304 ... 7428  647 4060]
2458,[5570 7164 4582 ... 8072 5580 7410]
2459,[8453 2494 7082 ... 6126 2875 5143]
2460,[8234 5798 4145 ... 7418 6273   61]
2461,[1877 2477 4659 ... 6997 9496 2534]
2462,[6567 2550 1284 ... 2653 6145 9863]
2463,[9466 2486 5907 ... 7674 2381  232]
2464,[9073  164 9145 ... 1909 6334 7883]
2465,[1005 3565 8657 ... 5361 1336 6203]
2466,[ 944 9685 6173 ... 2385 2038 1827]
2467,[ 693 9498 9692 ... 8244  392 1579]
2468,[6869 1627 8079 ... 1225 3670 9713]
2469,[8747 8678 2451 ... 2416 2278 3416]
2470,[ 500 8350 7929 ... 5775 9886 5821]
2471,[8787 1558 8473 ... 4543 6301 2480]
2472,[6380 4004 4568 ... 6206 5208 3403]
2473,[7527 6658 1490 ... 7561 9391 3429]
2474,[2807 2320 8083 ... 9244 9917 5877]
2475,[4480 9945 6327 ...  513 7536 8233]
2476,[6937 3078 6803 ... 2328  313 6801]
2477,[ 639 6044  746 ... 5777 5387 6047]
2478,[5837 6271 8596 ... 6552 5478 9204]
2479,[8357 7030 8360 ... 5413 9701 9480]
2480,[ 118 4510 8440 ... 8623 8967 6360]
2481,[5238 7406 3172 ...  393 1893 6738]
2482,[9842 6508 6215 ... 6887 4293 9962]
2483,[7796 5234 9525 ... 2725 5898 2785]
2484,[1023 9218 6155 ... 6039 9434  171]
2485,[7691 5815 2341 ... 1960 3621 1377]
2486,[3082 4110 1849 ... 2879 1576 9454]
2487,[5768 8553 9524 ... 9553 2410 6565]
2488,[3857 8472 8119 ... 1480 3705 2236]
2489,[3557 8892 8921 ... 3746 6646 7063]
2490,[1710  369 5758 ... 9353 1373 8655]
2491,[7831 9937 4926 ... 7367 7431 7953]
2492,[8945 7757 2156 ...  906 4594 1280]
2493,[1521 3847  202 ... 7601 3710  797]
2494,[2434 2358 3003 ... 4477 8369 3344]
2495,[3192 1850  945 ... 5738 5544  768]
2496,[6635 9045 8548 ... 3471 3851 5363]
2497,[4683 1942  132 ... 2388 1152 2817]
2498,[9765  633 4819 ... 9805 1810 2428]
2499,[5818  381 3731 ... 3413 9731 2799]
2500,[ 415 7774  643 ... 6670 1421  487]
2501,[3836 1568 8607 ... 6432 9481 3479]
2502,[4963  367 8117 ... 4912 1730 2790]
2503,[7632  434 6532 ... 9476 4180 4057]
2504,[9049 7141 4452 ... 6163 6651 5175]
2505,[3485 2084 6840 ... 3603  221 2545]
2506,[6028 6802 9987 ...  554 6459 2307]
2507,[ 429 3704 1212 ... 4405 3192  370]
2508,[7406 2222 9012 ... 9384 1693 6441]
2509,[2300 1733 7846 ... 7462 5662 3153]
2510,[4690 6413 8252 ...  424 6752 1879]
2511,[7773 1606 5326 ... 6835 5999 4099]
2512,[5597 4221 4408 ... 6430 3873 6971]
2513,[3165 5449 6492 ... 7396 9008 5327]
2514,[8481 7886 6592 ... 5336 1939 4071]
2515,[9964 8503 4804 ... 1450 7556 7433]
2516,[4697 4591 2677 ... 7610  500 3321]
2517,[6856 8194  561 ... 6938  304 7662]
2518,[ 581 3255 2101 ...  601 8621 3244]
2519,[7380 9784 1487 ... 7703 4246 7749]
2520,[4318 3241 4840 ... 2503 1786 7580]
2521,[2508 4912 2950 ... 9678 1366 9884]
2522,[8905 3013 6057 ... 4455 5698 9706]
2523,[4242 2181 6761 ... 7637 6952 5620]
2524,[3755 6395 3127 ... 2707 4140 3347]
2525,[ 128 6047 6010 ... 8937  805 3460]
2526,[5984 7703 9420 ... 1634 2702  863]
2527,[5581 4546 5806 ... 6550 9755 7436]
2528,[7181 6569 7607 ...  227  104 7085]
2529,[1853 7231 8648 ... 7800  227 7387]
2530,[2360 4831 2265 ... 5838  823 6109]
2531,[1592 5040 2320 ... 7804 8517 2341]
2532,[3839 5951 6990 ... 8246  256 6278]
2533,[4969 2580 3324 ... 1131 1245 7117]
2534,[7084 8446 6093 ... 3308 1656 9475]
2535,[4650 9291  719 ... 4669 9215 8193]
2536,[2780 7093 5568 ... 3459 7461 6963]
2537,[7582 9923 3544 ... 2425 6472 3718]
2538,[9995 8492 3208 ... 8360 7385 4769]
2539,[2933 8976 9717 ... 2837 7215 4460]
2540,[3536 5841 3974 ... 1172   78 2554]
2541,[9503 4124 1217 ... 6324 9849 7843]
2542,[2533 2229 9065 ... 6752 8589  282]
2543,[  79  594 2958 ... 3132 2588 1212]
2544,[3023 6750 3151 ... 8884 1301 6588]
2545,[ 859 8356 3041 ... 3434 8104 1613]
2546,[8212 1692 2831 ... 2171 3149 1089]
2547,[1474 8896 5066 ... 2630 3945 3976]
2548,[8325  560 4925 ... 6764  201 3495]
2549,[9273 1119 7199 ...  475  692 1189]
2550,[ 333 6645 7351 ... 1537  522 7456]
2551,[4725 1406 6413 ...    3  638 7247]
2552,[4571 8432  701 ... 2126 5674 8022]
2553,[ 248 9407 4390 ... 9028 8973  642]
2554,[3763 6412 2906 ...  182 6281 4248]
2555,[3983 9865 9920 ... 7300 7120 8819]
2556,[6077 6533  350 ... 6247 6590 8203]
2557,[8106 4356 2538 ... 6197 4255 8425]
2558,[  99 3147 8299 ... 8200 7490 9228]
2559,[ 443 8878 6253 ... 5122 9009 6693]
2560,[5505 7715 3277 ... 2061 1448 8774]
2561,[7283 8329 2426 ... 2456 6843 2762]
2562,[3367 1030 4037 ... 2019 4526 5380]
2563,[2871 6923 2568 ... 3395 4461 7971]
2564,[5678 9573 7624 ... 5381 7835 2917]
2565,[4472 2778 3593 ... 1314 1881 1596]
2566,[4164 2118 1748 ... 6172 2212 2027]
2567,[ 847 4353 4054 ... 7658 8336 4384]
2568,[ 176 8284 2075 ... 7497 8203 4856]
2569,[8035 3185 8793 ... 9006 8996 3548]
2570,[9058 9747 1868 ... 7438 7175 7081]
2571,[8006 8897 2516 ... 6091 8538 4034]
2572,[3171 2270 2907 ... 3105 2887  668]
2573,[2787 9731 7462 ...  195 8493 1125]
2574,[4262 2436 8606 ...  709 2263 8593]
2575,[ 871 9809 8014 ... 7774 9938 9742]
2576,[1316 5571 2098 ... 5879 5444 7589]
2577,[9064 2736  965 ... 7888 7431 6128]
2578,[5100 4611 5523 ...  781 8866 6193]
2579,[2746  357  672 ... 3618 7269 2672]
2580,[6397 9242 3340 ... 4629 1061 3598]
2581,[6751 6958   90 ... 1942 7477 5929]
2582,[3369 4693 1787 ... 8814 3964 5042]
2583,[7916 9240 5357 ... 5200 4068 7981]
2584,[ 615 7970 6066 ... 7898 5353  357]
2585,[3700 2259 4086 ... 2082 6870 9332]
2586,[8893 8174 2508 ... 6031 3801 6733]
2587,[6813 8911 6445 ... 3881 2156 4567]
2588,[ 273 8460 7291 ... 3960 2318 9598]
2589,[6923 4747 8953 ... 3366 9507 8695]
2590,[8924 3630  646 ... 2950 7170 8017]
2591,[4531 1526 4160 ...  556 6260 6477]
2592,[3984 1518 9160 ... 6450 8234 7538]
2593,[9567 9952 9282 ... 4350 4801 9160]
2594,[1583 8471 3348 ... 5307 2344 2667]
2595,[ 181 8903 3977 ... 3679 1605  509]
2596,[9016 6677 3891 ... 5283 9002 2388]
2597,[ 704 7678  874 ...  284 1154 9277]
2598,[3919 7490 6800 ... 8065  337 4216]
2599,[8478  472 4136 ... 6187 6938 7651]
2600,[2620 1149 8778 ... 5506 2481  528]
2601,[4853 5925 2777 ... 9786 2325  452]
2602,[1498 8905 6580 ... 4368 1075 3312]
2603,[1485 6587 8500 ... 1900 6340 3327]
2604,[2980 9226 7662 ... 5137 5929 8510]
2605,[2398 2258 7988 ... 8704 8599 5499]
2606,[1668 7024 9446 ... 5956  337 7520]
2607,[2491 3890 1854 ... 5330 5072 5673]
2608,[6452 1838 1604 ... 8480 3148 1485]
2609,[9247 3009 9259 ... 5968  780 6075]
2610,[2133 7921  237 ... 5794 7644 9155]
2611,[3594 4094 8292 ... 1267 1984 2551]
2612,[4221  852 1081 ... 6212 9545 9984]
2613,[7522 1524 1484 ... 7311 6369 1090]
2614,[2245 9284 2677 ... 6182 8603 4733]
2615,[1406 9369 5913 ...  892 3862 2040]
2616,[8268 4206 5491 ... 6056 5659 1699]
2617,[4520 8116 2234 ... 6844 8905 7159]
2618,[1437 6081 9845 ... 1651 1336 1228]
2619,[8473 9501 2970 ... 5957 4078 8912]
2620,[4847 2901 5991 ... 6488 1696 4670]
2621,[3799 4563 8795 ... 5238 7548 5862]
2622,[2112 1553 2703 ... 7676 8588  580]
2623,[6146 3681 3374 ... 7965 4761 7235]
2624,[3005  877 4671 ... 9191   95 5543]
2625,[1115 6894 1590 ... 9431 3937 7771]
2626,[6397 1541 3649 ... 6598 4488 8526]
2627,[ 685 3947 1459 ... 2736  580 6859]
2628,[ 493 4224 5750 ... 6960 4568 2363]
2629,[4825 3458 9307 ... 9669 6123 4120]
2630,[ 691 6227 4612 ...  735 8630  359]
2631,[3606 4366  267 ... 1434 2717 1866]
2632,[1927 2061 6699 ... 6409 5945 2241]
2633,[5716 6413 2381 ... 5803 8358 2685]
2634,[9199  824 1143 ... 2973 7969 3994]
2635,[ 840 7432 1337 ... 2579 1729 3277]
2636,[7399 3338 9238 ... 9841 4961 3082]
2637,[ 334 5458 2014 ... 3530 6507 4948]
2638,[1413 1857 5054 ... 6479   35  656]
2639,[ 810 5820 8054 ... 5985 1320 7853]
2640,[ 391 3083 4698 ... 4461 6379  547]
2641,[7527 5179 1574 ... 3530 3068 7227]
2642,[6703  258 4000 ... 2527 1158 5163]
2643,[9495 1635 1917 ... 2662 1525 9268]
2644,[8187 7086   22 ... 9851 4446 7994]
2645,[7455 2089 3852 ... 2765 3343 7718]
2646,[2533 9457  431 ... 4874 5229 1580]
2647,[3125 4521 3676 ... 6233 5923 6265]
2648,[8642 3214  780 ... 4319 8529 5256]
2649,[6526 9767 9122 ... 2982 8837 5131]
2650,[5131 1981 9634 ... 1904 3516 1943]
2651,[1163 8214 3714 ... 9206 9974  111]
2652,[3899 9543 2571 ... 6280 5222  306]
2653,[7431 3247 4391 ... 3153 7414 8416]
2654,[4294 5186 7966 ... 9588 6394 9477]
2655,[1536 5523 3245 ... 1893 2806 3145]
2656,[ 597   59 9106 ... 1314 4348 1797]
2657,[2626 4572  688 ... 3261 5689 1362]
2658,[6969 7048 6970 ... 7626 6092 6728]
2659,[2499 5510 8908 ... 2542  208 7828]
2660,[7125 1282 5949 ... 5923 6614 8766]
2661,[3047 4823 3782 ... 1104 6546 7515]
2662,[8684 2104 8919 ...  679 7167 9860]
2663,[9795 6363 8176 ... 5566 4842 4030]
2664,[7231 3817 8297 ... 2332 3666 8216]
2665,[8687 3473 6153 ... 6656 3655 2749]
2666,[8372 4124  593 ... 4640  369 5450]
2667,[2792 4307 3027 ... 8199 3429 7324]
2668,[7075 4799 6395 ... 8479 6148 4111]
2669,[2216 2591 3419 ... 6645 1849 3211]
2670,[4119 6246 3140 ... 5589 1293 2168]
2671,[9097  925  752 ... 5946 6362 1313]
2672,[8681 3797 6898 ... 7891  886 3561]
2673,[ 505 1788 4761 ... 1949 3638 8624]
2674,[2219 2863 4338 ... 4004 1458 5774]
2675,[5321  658  689 ...  374 7448  792]
2676,[9876 6324 6708 ...  578 2856  524]
2677,[1339 3232 7279 ...  349  805 5398]
2678,[7692 9250 9762 ... 6284 4625 7957]
2679,[8250 5046 9766 ... 7736 8704 1857]
2680,[ 865 1471 5182 ... 6351 3458 9335]
2681,[7227 2198 4903 ... 2324  891 1543]
2682,[3964 9016 3402 ... 1041 9492  423]
2683,[7780 4052 1773 ... 4064 7686 9036]
2684,[9870 1852 1668 ... 6829 9095  557]
2685,[5440 3679 1343 ... 6679 5283 9445]
2686,[8846 4795 3818 ... 2883  116 4820]
2687,[ 751 9477 3115 ... 6239 9133 3733]
2688,[2809 3541 8594 ... 7440 4725  412]
2689,[3890 7342 6824 ... 7475 2694 2939]
2690,[ 575 1178 8575 ... 3883 1576 7418]
2691,[1100 2052 5828 ... 6242 3825 1747]
2692,[6255 3491 5299 ...  446 1265 1471]
2693,[8207 9599 8526 ...  785 6376 6699]
2694,[9580 7602 7754 ...  419 9298 2317]
2695,[1056 3762  614 ... 1592 4473 3364]
2696,[2093  954 8287 ... 4207 8260 6420]
2697,[6535 8781 2063 ... 9832 5060 1733]
2698,[ 596 5099 6631 ... 5083 4591 2413]
2699,[6656 1736 1465 ... 3229 5353 2312]
2700,[1148 5427 9283 ... 4457 9209 1115]
2701,[5185 1847 7478 ... 4049 8281 4098]
2702,[1163 2482 2400 ... 1747  211 4768]
2703,[4386 4485  365 ...  960 7753 2030]
2704,[  25 6289 2972 ... 6855 7833 5093]
2705,[6895 3287 2405 ... 6119 2874 6297]
2706,[5799 5290 6779 ... 5728 3939 2552]
2707,[ 130 4510 4429 ... 6735 8048 5516]
2708,[8291 1042 6494 ... 6946 6251 3340]
2709,[ 111 1511  908 ... 8963 7183 1861]
2710,[8437 9603 6932 ... 4140 9165 7290]
2711,[1597 8385 5304 ... 8240 1703 6687]
2712,[3474 5072 4163 ... 3021 4036 2403]
2713,[8775 8561 2524 ...  230 3053 3409]
2714,[2564 2880 5543 ...  410 5016 7007]
2715,[8679 9021 8016 ... 9201 1136 9825]
2716,[8964 2492 5665 ... 1498 8058 7215]
2717,[8340  877 8110 ... 2606 4039 4466]
2718,[ 210 5186 8112 ... 1230 3608 5491]
2719,[9518 3120 3697 ... 8327 7870 7566]
2720,[4495 6148 9430 ...  280  720  160]
2721,[2728 8547 2952 ... 4259 3073 3670]
2722,[3252 5797 1136 ... 9726  617 3701]
2723,[3408  508 5492 ... 3228 2814 4564]
2724,[7709 2019 9874 ... 1946 6258 6045]
2725,[3170 7477 7242 ...  406 8570 5962]
2726,[7986 6676 9630 ... 4648 1192 8020]
2727,[7223 7500 7735 ... 8446 5077 9482]
2728,[3317 9285  515 ... 7868  416 9452]
2729,[9027 7821 3176 ... 4876 6128 1673]
2730,[7904 2020 3066 ...  137 3090 6079]
2731,[8505 8740 4560 ... 2406 4003 2389]
2732,[ 252 2186 6846 ... 2962 3849 8371]
2733,[2851 7183 5172 ... 7549 5139 4450]
2734,[3844 7148 1397 ...  622 8871 4491]
2735,[8569 7279 9134 ... 7810 8839 2057]
2736,[8915 6682 6226 ... 2199  944 1407]
2737,[2211 5096 3111 ... 5814 6923 5526]
2738,[6119 2261 5732 ... 5353  304 8083]
2739,[2312 6093 5820 ... 3599 9019 2683]
2740,[5000 1761 8994 ... 5165 7191 2641]
2741,[8020 7590 6516 ... 8355 9776 7985]
2742,[5190 4126 3045 ... 4508 7209 7262]
2743,[9522 7086 4815 ... 2033 2409 7011]
2744,[7741 5398 4756 ... 5225 6512 8567]
2745,[2080 4465 6404 ... 7040 1435 7887]
2746,[4461 5014 9274 ... 1973 3404 7476]
2747,[4278 2263 3070 ... 9038 2144 4674]
2748,[8924 9116 2632 ... 2212 7853 2322]
2749,[6076 5517 3221 ... 7669 1857 3314]
2750,[3803 6758 4788 ... 9033 4539 2597]
2751,[3013 1098 4264 ... 1032 2507 6593]
2752,[1920 3825 5634 ... 1099 9045 5251]
2753,[7773 7949 8540 ... 2778 4733 4420]
2754,[7911 9461 6461 ... 9126 7782 6806]
2755,[2277 3414  590 ... 7004 9583 3331]
2756,[8097 2778 8682 ... 3544 5719 3545]
2757,[9826 7074 3154 ... 5821 8922  206]
2758,[5402 6882 6614 ... 1327 3083 8208]
2759,[2080 5498 8832 ...  531 1675 5856]
2760,[ 494 6521 9505 ... 4480 4803 9809]
2761,[1333 5442 9619 ... 5534 2770 3290]
2762,[5144 5689   67 ... 7205 1211 8292]
2763,[5395 1760 1191 ...  285 2915 3657]
2764,[5822 7334 2667 ... 3680 7036 9758]
2765,[2031 6760 7964 ... 6923 9941 1827]
2766,[6825 9195 8607 ... 7758 4970 3145]
2767,[3794 2734 4203 ... 8137  461 8031]
2768,[6536 8389 2747 ... 9462 2877 9463]
2769,[5002 7109 5087 ... 8311 9241 8601]
2770,[9514 5860  803 ... 9785 6037 6069]
2771,[5600 9503 7730 ... 2114 7478 1699]
2772,[1210 1776 1075 ... 1014 3522 6050]
2773,[6450 3438 1497 ... 3143 1946 3484]
2774,[ 699 9291 5528 ...  691 4014 3761]
2775,[6695 2782 6518 ... 7736 4772 5083]
2776,[9122 8218 9476 ... 8920 8974 3343]
2777,[5505 6409 1065 ... 1809 5330 7068]
2778,[2716 7045 7052 ... 3698 3135 9889]
2779,[2700  767 9161 ... 2379 6029 3773]
2780,[9589 2178 9935 ...  888 9856 8460]
2781,[5856 2186  133 ... 6023 5962  979]
2782,[7814 7901 9321 ... 3791 6544 1643]
2783,[7193 8452 7778 ... 1680  383 2922]
2784,[6464 2059 2276 ... 6324 7468 9659]
2785,[2485  821 3408 ... 5943 8391 6783]
2786,[8339 1385 8429 ... 8785  618 8789]
2787,[3147 1487 7752 ... 3130 1562 9620]
2788,[9520  182 8869 ... 9016 1295 8567]
2789,[6969 7261 2912 ... 5816 7954 8518]
2790,[6353 6381 9831 ... 9580 4944  697]
2791,[7294 8631 1882 ... 9263 5455 4482]
2792,[4476 4657 1821 ...  641 7046 4744]
2793,[ 422 2587 5417 ... 9414 7976 7447]
2794,[8735 8543 5044 ... 1057 5885 9973]
2795,[4948 4960 9229 ...  556  116  839]
2796,[7648 5630 4539 ... 6306 4033  476]
2797,[2672 2811 5764 ... 1878 5747 1260]
2798,[4770 8581 2523 ... 6221 3415 2831]
2799,[8352 9463 9601 ... 8718 9695 9469]
2800,[6624 3542 5144 ... 1444 1846 3288]
2801,[7609 5156 3929 ... 9121 3483 8274]
2802,[7740 8826 3227 ... 5235 2502 4744]
2803,[4094 2820 5271 ...  940 4950 6671]
2804,[1023 2189 1811 ... 1594 6427 5847]
2805,[4952  749 2580 ...  756 1651 8747]
2806,[2276 8399 3227 ... 3433 7425 3438]
2807,[8459  540  376 ... 8371 5665 9935]
2808,[6947 7742 4815 ... 4600  139 6278]
2809,[9924 5009 8755 ... 4998 2179 2427]
2810,[9823 2901 2898 ... 8612 9525 9201]
2811,[2231 5100 8743 ... 1865 5230  674]
2812,[1721 6715 3800 ... 3027 8542 5489]
2813,[9259 3603 6106 ... 8755 5660 7013]
2814,[1754 7142 5602 ...  939 5344 7166]
2815,[9944 9063 8239 ... 5771 6027 5906]
2816,[9424 4422 3953 ... 5909 6655 2981]
2817,[9617 1494  698 ... 8462 2469 8070]
2818,[3061 8549 6363 ... 7920 1483 8220]
2819,[ 265 2837 7881 ... 4975 3018 9216]
2820,[2374 4285 2857 ... 6802 2074 2010]
2821,[6202 5526 2096 ... 8458  330  972]
2822,[8232 5640 6658 ... 3918 3857 5155]
2823,[9900 1230 1088 ... 6255 6317 9902]
2824,[3245 7523 6812 ...   84 4396 5514]
2825,[5600 5479 4324 ... 1965 2442 2529]
2826,[ 136 9495 3594 ... 1440 1215 1999]
2827,[ 679 3454 9995 ... 7809 7355 9379]
2828,[3295 3644 2566 ... 2037 1902 7625]
2829,[2401 3366 7613 ... 5382 4927 2048]
2830,[3893 2450 8627 ... 4801 9545 3394]
2831,[2442 8169 9510 ... 2793 6677 3939]
2832,[8395 7396 5254 ... 6358 8730 4710]
2833,[5841 5790 5300 ... 9194 2726 2419]
2834,[  44 7835 2995 ... 2258 9978 1761]
2835,[1954 6455  921 ... 9412 4591 5785]
2836,[4209 4748 5449 ... 8829 9918 6941]
2837,[1318 7705 7319 ... 4342 8786 3653]
2838,[5558 9041 7894 ... 6782 1742 2421]
2839,[6456 7224 1265 ... 6743 3498 9123]
2840,[6036 7241 4375 ... 5640 3054  570]
2841,[ 775 2493 4374 ... 7387 3588 5221]
2842,[3163 4949 9685 ... 5507 2233 7808]
2843,[9407 3395 3279 ... 5781 5622 3822]
2844,[6527 4170 4367 ... 8260 9566 9381]
2845,[4038 1807  726 ... 6238 6712 2655]
2846,[9102 8390  982 ... 9297 8940  517]
2847,[1752  116 7414 ... 9142 7314 9369]
2848,[3010 2811 6168 ...  427 7123 4267]
2849,[8361 6497 8981 ... 6732 6005 6068]
2850,[1144 3789 7681 ... 4215 9713 5490]
2851,[1264 1855 7326 ... 5500    5 6723]
2852,[6338 2286 6462 ... 1860 4049 1009]
2853,[3243 4879   11 ... 9033 8495 3219]
2854,[1738 2701 7498 ... 4748 6871 8731]
2855,[ 724 4976 7013 ... 4992 4422 3556]
2856,[8242  336 9950 ... 9529 6060  701]
2857,[3517 2515 1582 ... 3302 3260 3627]
2858,[3771  718 4384 ... 1754 1122 5634]
2859,[6427 9793 2636 ... 1158 8850 8116]
2860,[9631 6115  793 ... 5437 2820  182]
2861,[6798 6683 7719 ... 3831 5692 6071]
2862,[7947 1521 6316 ... 3658 3526 7874]
2863,[2899 4781 6116 ... 8996 2454  286]
2864,[ 755 8982 3044 ... 5597  481 6091]
2865,[7476 1318 9467 ... 2719 8953 5352]
2866,[1243 4200 1060 ... 6824 8629 4138]
2867,[1982 7839 8637 ...  177  740 3395]
2868,[5593  911  228 ... 6119 9224 7508]
2869,[1015 4842  719 ...  282 6004 7305]
2870,[2651 3794 5941 ... 8686 1462 2494]
2871,[6258 2133 2053 ... 9435 6007 4851]
2872,[3195 8525 7494 ...  592 9493 3953]
2873,[9897 4090 3249 ... 5950 1850 3045]
2874,[8946 5357 4654 ... 6314 3095 9565]
2875,[ 557 3409 7624 ... 6041 5698 4994]
2876,[3283 3836 4942 ... 9917 9516 8485]
2877,[5911 2437 6923 ... 5953 9853 4941]
2878,[2188 4704 8055 ... 7751 3110 4082]
2879,[1081 7881 1370 ... 2893 5069 3953]
2880,[7214 9560 6238 ... 3049 9735 3597]
2881,[2898 2852 1150 ... 5045 5654 4834]
2882,[2142 1717 6651 ... 1176 2004 2364]
2883,[5310 6962 3139 ... 2944 8825 4167]
2884,[5272 3104 4734 ... 7128  482 7956]
2885,[3693 9440  669 ... 9691 1124 6674]
2886,[2635 5565 8360 ... 1159  837 8713]
2887,[3801 8317 5001 ... 1743 1524 8980]
2888,[3320 8479 9829 ...  586 4182  166]
2889,[ 950 5342 6801 ... 1675 5794 4878]
2890,[7253 1951 9573 ... 4431 7442 1658]
2891,[9007 6593 5413 ... 2348 9568 1711]
2892,[1141 4202 5205 ...  811 3126 2191]
2893,[2176 9499 2672 ... 8350 6571 8405]
2894,[5426 6622 4121 ... 4973 5776 5987]
2895,[ 867 4388 7841 ... 5159 4167 2071]
2896,[5762  182 4439 ... 7303  189 4483]
2897,[7698 1737 2498 ... 1118 7915 9657]
2898,[3510 4255 3361 ... 5286 7561 1198]
2899,[4667 8799 8636 ... 6306 2071 6674]
2900,[4306 6743 7520 ... 6425 6534 6741]
2901,[ 528 2553 8819 ... 8731 4945 9091]
2902,[7556  562 1884 ... 2422 7497 1822]
2903,[2588 8523 7999 ... 6359 5384 9022]
2904,[4303 2587 3824 ... 7095 9669 6033]
2905,[6716  227 2789 ... 5118 1038 5707]
2906,[3607 7942 6830 ... 1223 8360 9237]
2907,[4284 6079 9203 ... 1212 5942  621]
2908,[6773 8436 7107 ... 7035 7189 9834]
2909,[7453 7968  123 ... 5385 6461 2707]
2910,[4245 7284 6101 ... 5062 9135 3010]
2911,[5079  267 9892 ... 8991 8181 9694]
2912,[9385 1716 2132 ... 2029 2242 2888]
2913,[2783 1523  525 ... 2452 7440 8175]
2914,[4705 2325 1697 ... 6641 4975  487]
2915,[ 511 2022 2350 ... 1352 4668 6631]
2916,[  98 1576 8056 ... 7281  428 1009]
2917,[4357 7159  858 ... 6310 1714 9141]
2918,[1974 8064 4200 ... 7605 5371 9665]
2919,[3352 9176 8760 ... 8338 3973 5054]
2920,[1651 9193 5478 ... 6329 4417 5271]
2921,[5261   46 2532 ... 7816 4193 1992]
2922,[9878 2662 6288 ... 2865 5394  318]
2923,[4720  596  520 ... 6706 6040 3777]
2924,[2460 1337 3717 ...  915 6631 3346]
2925,[6088 9792 1196 ... 9298 5799 9879]
2926,[3582 7545 3812 ... 9324  326 1793]
2927,[3934 5918 2384 ...  356 2106 1836]
2928,[7855 5168 3858 ... 6354 8579 6610]
2929,[3615 3898 4961 ... 9635 4045 4694]
2930,[8093 4637 9343 ... 4671 4221 3469]
2931,[1569 4342 1427 ... 7681 8148 1432]
2932,[9693 6552 8795 ... 7364 2465 4045]
2933,[  78 5147 7344 ... 7744 2520  573]
2934,[ 243 8844 1016 ... 1028 9141 8099]
2935,[5487 6054 8936 ... 8692 4180 3694]
2936,[ 432 7052 8823 ...  277 3565 6983]
2937,[3024 9473 8171 ... 8371 1693 9609]
2938,[9232 8298 7276 ...  829 5345 7746]
2939,[ 812 9946 7693 ... 5149 1122 2309]
2940,[ 812 3325 8126 ... 5689 8998 6592]
2941,[3482 1454 5702 ... 7914 5171 7168]
2942,[8093 4556 9883 ... 9111 2597 4533]
2943,[6140 4905 1890 ... 7882 9213 4238]
2944,[1539 8618  507 ... 6651 8006 9042]
2945,[3048 8643 9445 ... 8746 7397 7676]
2946,[1801 4224 2180 ... 4455 7012 8610]
2947,[6776  749 5542 ... 5186 9459 4547]
2948,[1646 2644 8956 ... 3245 6595 4771]
2949,[7598 6335 9670 ... 8257 5012 9062]
2950,[3351 6156 8145 ... 4717 4633 2146]
2951,[2359  783  585 ... 5306 5771 1976]
2952,[1360 1295 8457 ... 8977 7587 1017]
2953,[3594 5250 3895 ... 1472 8934 1716]
2954,[5266 1418 5273 ...  406 3550 9293]
2955,[3852 4462 5310 ... 9907 9779 1925]
2956,[ 111 3251 3934 ... 3351 3604 2556]
2957,[7088 1091 6224 ... 8345 1732 1655]
2958,[7119 3860  796 ... 3318 8715 1236]
2959,[ 692 1478  244 ... 1677 8033 9168]
2960,[8962 8872 4216 ... 5187 7140 6096]
2961,[9192 5042  622 ... 8424 8854 6983]
2962,[ 774 3231  465 ... 1407  460 7347]
2963,[9657 1516 2616 ... 3253 1622 1789]
2964,[1719 2253 7677 ... 3265 4411 6703]
2965,[8503 1909 3817 ... 3583 4857 8670]
2966,[1483  985 4308 ...  287 1094 4671]
2967,[ 463 2225 1421 ... 6636 3015  105]
2968,[4547 7014 7586 ... 8985 9182 6574]
2969,[ 473 1013 3511 ...  203 6717 5848]
2970,[9072 7166 9649 ... 3985 4399 4810]
2971,[9653 7584 2223 ... 3516 4698 9895]
2972,[9778 7822 5671 ... 5153 4731 1701]
2973,[1555 6819  463 ... 4041  663 4851]
2974,[1504 2533 1485 ... 1642 7978 5102]
2975,[ 268 8815 1535 ...  915 7824 5858]
2976,[9823 8823 4120 ... 2803 9527 9086]
2977,[4140 1005 2412 ... 6165 9666 9997]
2978,[5841 4611 1401 ... 8674 4912 6465]
2979,[2853 3276 2879 ...  996  794 8412]
2980,[3739  420 5044 ... 7798 3541 7483]
2981,[4908 1700 9125 ... 1829 8739 6285]
2982,[8791 2452 3296 ... 9177  827 8347]
2983,[5069 7159 3118 ...  511 7261 2577]
2984,[2120 6856 1111 ... 8013 7844 9321]
2985,[3868 6490 2793 ... 5059 2619 8854]
2986,[7337 8655 9508 ... 5175 8828 6242]
2987,[ 273 7435 9014 ... 2181 6181 7616]
2988,[9533 6893 7382 ... 7784 2704 5304]
2989,[3768 2381 9489 ... 8246 2156 5670]
2990,[3310 9763 8326 ...  164 3744 9229]
2991,[ 379 8507 9033 ... 2159 5246 1823]
2992,[1013 5058 6692 ... 2150 3182 3415]
